Date,Close,High,Low,Open,Volume,MA20,MA50,EMA20,EMA50,RSI,OBV,Fib23,Fib38,Fib50,Fib61,OilPrice,USDINR,SP500,NewsSentiment,NewsCount
2011-06-30,291.3795471191406,295.36266176844083,289.17596579158595,294.0419042849085,552808,299.78819732666017,315.0150555419922,297.32465045980433,306.2496965866803,33.67250463158925,-4287730,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,95.41999816894531,44.7599983215332,1320.6400146484375,0,0
2011-07-01,295.7797546386719,296.8224420012707,284.72712011508,291.7549280762097,913403,298.73680877685547,314.1939630126953,297.1766188465012,305.77776231613376,39.848248211511425,-3374327,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,94.94000244140625,44.59299850463867,1339.6700439453125,0,0
2011-07-05,306.7489013671875,307.2494164933959,297.15604765069367,297.15604765069367,821104,297.24643859863284,312.4858776855469,298.1933713330788,305.502491635295,50.2626268402325,-2268485,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,96.88999938964844,44.41999816894531,1337.8800048828125,0,0
2011-07-06,307.81939697265625,310.5860468969963,305.31693147146746,306.56815047391325,341723,296.7334243774414,311.76891540527345,299.1142763186251,305.605191083023,56.124998378627005,-1926762,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,96.6500015258789,44.34000015258789,1339.219970703125,0,0
2011-07-07,311.5523376464844,312.6298077922375,307.2911805131291,307.2911805131291,451144,296.5040313720703,311.19696044921875,300.30369219744875,305.86746474129353,66.2553237147923,-1475618,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,98.66999816894531,44.33000183105469,1353.219970703125,0,0
2011-07-08,301.22259521484375,314.17296740756836,298.7826835680143,312.7687863764166,370776,296.0591445922852,310.4022821044922,300.39153006848284,305.6636182887016,69.40430014071913,-1846394,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,96.19999694824219,44.33000183105469,1343.800048828125,0,0
2011-07-11,303.55133056640625,304.4549965105964,296.1759426600619,300.29810567102044,991561,295.84330596923826,309.60371154785156,300.69346893163026,305.5713486150074,68.27027666456044,-854833,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,95.1500015258789,44.41299819946289,1319.489990234375,0,0
2011-07-12,302.9604797363281,307.66652697368124,301.0697239623416,302.93268097407605,243980,295.52632598876954,308.8417071533203,300.91002719853316,305.4578069006549,66.298086088708,-1098813,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,97.43000030517578,44.349998474121094,1313.6400146484375,0,0
2011-07-13,302.4530029296875,305.58804856245877,300.9932243647031,300.9932243647031,318101,295.3289108276367,308.33356384277346,301.0573789473837,305.327689613764,70.12840449137029,-1416914,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,98.05000305175781,44.560001373291016,1317.719970703125,0,0
2011-07-14,302.9395446777344,305.8591289881232,298.9077901468108,302.52248084503384,360472,295.4595947265625,307.988359375,301.2370760260957,305.2246965404637,65.02418370818813,-1056442,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,95.69000244140625,44.45000076293945,1308.8699951171875,0,0
2011-07-15,300.4927062988281,305.1361989024301,299.8809961195122,300.8055317004588,494079,295.84052734375,307.51024536132815,301.16602512256424,305.0214159511837,65.3735995499982,-1550521,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,97.23999786376953,44.400001525878906,1316.1400146484375,0,0
2011-07-18,301.4937744140625,303.69039928004514,300.57619519812636,300.57619519812636,257434,296.91833648681643,307.0577136230469,301.1973024884468,304.87043785572854,65.69629396457344,-1293087,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,95.93000030517578,44.507999420166016,1305.43994140625,0,0
2011-07-19,303.32196044921875,304.7469839115987,300.99327094872825,301.68840501565273,346655,297.87310791015625,306.5634747314453,301.40002116681075,304.804401802014,64.30056822845884,-946432,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,97.5,44.5,1326.72998046875,0,0
2011-07-20,300.15203857421875,305.16395291087593,299.18579133539157,303.77368533483707,295561,298.57275848388673,306.0022222900391,301.2809689234477,304.60667628299353,60.23337726333867,-1241993,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,98.13999938964844,44.369998931884766,1325.8399658203125,0,0
2011-07-21,300.2564392089844,302.7589054706512,298.9078829047635,300.298151104458,288536,299.44376678466796,305.59473510742185,301.18324854311413,304.4223963671223,55.80387452502172,-953457,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,99.12999725341797,44.369998931884766,1343.800048828125,0,0
2011-07-22,308.75091552734375,309.33482694402625,300.5135741160729,300.6108835200868,855070,300.35960693359374,305.24647216796876,301.90495512558215,304.6051813966007,61.69942699147207,-98387,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,99.87000274658203,44.29999923706055,1345.02001953125,0,0
2011-07-25,306.6237487792969,308.90379653415766,305.0527479776523,308.90379653415766,356026,301.3025527954102,304.9207305908203,302.3549148173306,304.6901656049498,49.836268470202135,-454413,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,99.19999694824219,44.34299850463867,1337.4300537109375,0,0
2011-07-26,303.72515869140625,309.3349000534337,303.0925786750606,307.8056105050936,541920,302.0699859619141,304.55342163085936,302.48555891861605,304.6496545057549,44.888200338652915,-996333,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,99.58999633789062,44.310001373291016,1331.93994140625,0,0
2011-07-27,301.1878356933594,305.4073077955081,296.2732571454392,305.1570639757705,529892,302.53746185302737,304.17512939453127,302.36184226658014,304.5047276009138,36.66132528984824,-1526225,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,97.4000015258789,44.04999923706055,1304.8900146484375,0,0
2011-07-28,306.79754638671875,308.61186202510993,296.8223573978357,301.13220942421094,835751,303.30836181640626,304.0842047119141,302.78467360430886,304.60046147231037,58.16692208788517,-690474,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,97.44000244140625,44.029998779296875,1300.6700439453125,0,0
2011-07-29,305.3031005859375,311.23955274276375,303.2663668174679,305.83834365071186,419602,303.7845291137695,303.91111633300784,303.0247206868956,304.6297250435362,52.63052253005289,-1110076,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,95.69999694824219,44.0099983215332,1292.280029296875,0,0
2011-08-01,305.55328369140625,310.72509008595716,304.69132970713065,306.01901600561,480703,304.14530487060546,303.87441284179687,303.2657150561925,304.66809615585936,53.933696510737434,-629373,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,94.88999938964844,44.202999114990234,1286.93994140625,0,0
2011-08-02,306.54736328125,308.4450755631014,300.4371350291814,305.72016452895394,570779,304.1352279663086,303.8133801269531,303.57846297246834,304.7459925075951,56.12141354080547,-58594,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,93.79000091552734,44.0629997253418,1254.050048828125,0,0
2011-08-03,305.8035583496094,307.2494513837491,303.08557640548696,304.74695795742747,351976,304.03443603515626,303.68658752441405,303.790505631565,304.78973127909944,54.24925381784462,-410570,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,91.93000030517578,44.26300048828125,1260.3399658203125,0,0
2011-08-04,299.84625244140625,307.1521020430088,298.37256070571834,305.8591709885361,334555,303.44913177490236,303.4163201904297,303.4146558910979,304.58571610980334,49.131359389954554,-745125,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,86.62999725341797,44.3129997253418,1200.0699462890625,0,0
2011-08-05,292.86016845703125,297.0518146899118,290.5662069897596,297.0518146899118,746906,303.03101043701173,303.01745239257815,302.40896649520863,304.10279982834663,40.00640085457767,-1492031,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,86.87999725341797,44.5629997253418,1199.3800048828125,0,0
2011-08-08,291.2474670410156,294.38251301000514,280.13920813174735,280.13920813174735,780807,302.4158172607422,302.60106689453124,301.34548806005387,303.5743939634899,35.953421496405426,-2272838,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,81.30999755859375,44.733001708984375,1119.4599609375,0,0
2011-08-09,299.5264892578125,304.32987289113277,285.0051158244971,288.4529868621895,639410,302.2441177368164,302.18871215820315,301.1721795290817,303.4083224033622,49.34959607561921,-1633428,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,79.30000305175781,45.00299835205078,1172.530029296875,0,0
2011-08-10,293.2981262207031,304.4272277982776,291.4420981994162,304.4272277982776,399804,301.7863739013672,301.5774102783203,300.4219933912438,302.994285709393,43.58246174977202,-2033232,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,82.88999938964844,45.202999114990234,1120.760009765625,0,0
2011-08-11,291.79656982421875,297.0795710175774,289.97529754147746,293.29806016260443,375481,301.2292251586914,301.0742712402344,299.6002506505101,302.5365075097303,32.04762310995298,-2408713,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,85.72000122070312,45.24800109863281,1172.6400146484375,0,0
2011-08-12,291.98431396484375,296.6556058897401,286.7568818153703,296.6556058897401,422259,300.8038055419922,300.57780700683594,298.87470459926664,302.1058365317755,33.83487277297955,-1986454,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,85.37999725341797,45.292999267578125,1178.81005859375,0,0
2011-08-16,291.4281921386719,296.12728267920846,289.59303394080945,294.73701465007656,157061,300.30052642822267,300.0691076660156,298.16531943000575,301.6707406392556,35.680703791807716,-2143515,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,86.6500015258789,45.233001708984375,1192.760009765625,0,0
2011-08-17,293.9445495605469,298.62975412323254,291.4003719030227,293.5969963270272,330200,299.83165588378904,299.58738037109373,297.76324211400197,301.3563932358284,41.56138005574833,-1813315,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,87.58000183105469,45.25299835205078,1193.8900146484375,0,0
2011-08-18,291.1849365234375,295.82845798079876,289.5930927798414,292.9297422269532,364633,299.38330078125,299.0494854736328,297.1365968920401,300.94316543632596,30.517058056496623,-2177948,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,82.37999725341797,45.303001403808594,1140.6500244140625,0,0
2011-08-19,289.4122314453125,293.3466763773304,287.8064752807663,288.3417181701832,373842,298.8410903930664,298.5149261474609,296.40079438573406,300.4753670625853,30.306585398692633,-2551790,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,82.26000213623047,45.709999084472656,1123.530029296875,0,0
2011-08-22,293.124267578125,294.87602928863544,284.19179240133474,289.4609356675424,404722,298.0597579956055,298.1750048828125,296.0886871637773,300.1775434098621,35.81405296053457,-2147068,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,84.12000274658203,45.66299819946289,1123.8199462890625,0,0
2011-08-23,294.8134765625,295.9882560505748,290.7816938512909,294.73700934760626,132466,297.4692443847656,297.9139123535156,295.9672184465113,299.96050454419264,36.81663514512482,-2014602,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,85.44000244140625,45.61000061035156,1162.3499755859375,0,0
2011-08-24,296.5235290527344,299.3249072812257,291.4212327863327,294.81347904599784,517500,297.10916290283205,297.65838134765625,296.0202083378912,299.82161197963245,39.79518418389126,-1497102,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,85.16000366210938,45.540000915527344,1177.5999755859375,0,0
2011-08-25,300.61083984375,302.3834435275909,294.87599247794543,296.6833239830389,556897,297.08031311035154,297.5425720214844,296.45747053483416,299.8534675982869,50.876843001215136,-940205,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,85.30000305175781,45.939998626708984,1159.27001953125,0,0
2011-08-26,290.9624328613281,303.7737562392099,288.06371796454545,300.5761290694394,271433,296.288557434082,297.35530334472656,295.93406950408576,299.4950098712558,47.94889064950092,-1211638,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,85.37000274658203,46.0099983215332,1176.800048828125,0,0
2011-08-29,298.78961181640625,300.2980586729262,291.96338110915804,291.96338110915804,286118,295.96288299560547,297.47361450195314,296.2060560565909,299.4666017855512,57.18632434692644,-925520,2340.98281980058,1946.2772761178871,1627.268686018177,1308.260095918467,87.2699966430664,46.15299987792969,1210.0799560546875,0,0
