Date,Close,High,Low,Open,Volume,MA20,MA50,EMA20,EMA50,RSI,OBV,Fib23,Fib38,Fib50,Fib61,OilPrice,USDINR,SP500,NewsSentiment
2023-08-29,773.976318359375,775.1200179106506,769.669102242421,773.6842594017068,35538932,785.0897979736328,799.9984399414062,782.3478557301568,791.9491193699038,26.386637795252113,296049616,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,81.16000366210938,82.69149780273438,4497.6298828125,0.17771599999999999
2023-08-30,768.3307495117188,780.6195643753474,765.8973208258516,780.6195643753474,28084204,783.0566650390625,799.7507153320313,781.0128932331626,791.0229087872075,23.833859681997055,267965412,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,81.62999725341797,82.49469757080078,4514.8701171875,0.17771599999999999
2023-08-31,764.80224609375,770.4965046276685,760.7384322394234,768.4767470204652,100075772,781.3763793945312,799.399814453125,779.4690220770281,789.9946475050872,25.19263117518784,167889640,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,83.62999725341797,82.70040130615234,4507.66015625,0.17771599999999999
2023-09-01,766.384033203125,768.4768057096691,758.9134187598048,764.5833196769412,43226776,780.0635437011719,798.8070324707031,778.2228326604659,789.0687410618523,30.991424605285346,211116416,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,85.55000305175781,82.68240356445312,4515.77001953125,0.17771599999999999
2023-09-04,771.1778564453125,774.5359402767891,766.4813275172515,773.830269769566,25073638,778.4173278808594,798.232255859375,777.551882544737,788.3671377435415,38.83000893122953,236190054,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,,82.6969985961914,,0.17771599999999999
2023-09-05,766.4813842773438,773.0516417713671,764.38861183011,773.0516417713671,38712082,776.5594055175782,797.5645227050782,776.4975493764139,787.5088729017122,37.26613257903916,197477972,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,86.69000244140625,82.7345962524414,4496.830078125,0.17771599999999999
2023-09-06,776.507080078125,778.6971658570981,766.4813659496907,767.4060807161218,56320910,775.2356170654297,797.1746875,776.4984570622912,787.0774300458767,49.33135063166006,253798882,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,87.54000091552734,83.08609771728516,4465.47998046875,0.17771599999999999
2023-09-07,783.977783203125,785.5108553045627,772.4433538873283,776.5071683013815,34208342,774.2707672119141,796.7099047851563,777.2107738376087,786.9558752677273,57.0084148553418,288007224,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,86.87000274658203,83.25740051269531,4451.14013671875,0.17771599999999999
2023-09-08,790.085693359375,794.7092081887672,782.3960344054848,782.7367500914759,34502210,773.9678100585937,796.1964514160156,778.4369566492055,787.078613232108,60.9567114341511,322509434,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,87.51000213623047,83.24150085449219,4457.490234375,0.17771599999999999
2023-09-11,794.173828125,796.4612273788786,790.3776555229446,792.762427572447,31573022,774.2841552734375,795.5189855957032,779.9357063135669,787.3568569534028,65.70701170489667,354082456,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,87.29000091552734,83.03130340576172,4487.4599609375,0.17771599999999999
2023-09-12,796.6559448242188,799.576059429664,790.888730360441,798.164658821722,39033340,774.9168487548828,794.712060546875,781.5281099812479,787.72152706599,65.96827413996834,393115796,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,88.83999633789062,82.94329833984375,4461.89990234375,0.17771599999999999
2023-09-13,800.062744140625,803.8102007820438,792.61642814262,793.9305153592652,46420094,775.8342559814453,793.8915100097656,783.2933132345219,788.2054963630424,70.54707967821095,439535890,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,88.5199966430664,82.84300231933594,4467.43994140625,0.17771599999999999
